ljo_2017_id	label	성명	name	f_name	r_name	a_name	字	號	諡號	birth_year	death_year	exam_year	status	posts	choronym	residence
PSa_1528_002795	SA	이흥	李興				禎夫					1528	幼學		慶州 李	京
PSa_1528_002796	SA	김순정	金順貞				和直					1528	參奉		豊山 金	京
PSa_1528_002797	SA	권철	權轍				景由	雙翠軒	康定	1503	1578	1528	幼學		安東 權	京
PSa_1528_002798	SA	박붕린	朴鵬鱗				凌雲					1528	幼學		咸陽 朴	咸昌
PSa_1528_002799	SA	윤충	尹冲				伯和					1528	幼學		南原 尹	京
PSa_1528_002800	SA	채무적	蔡無敵				居仁	僑軒		1500	1554	1528	幼學		仁川 蔡	咸昌
PSa_1528_002801	SA	강구수	姜龜壽				大老					1528	幼學		晉州 姜	京
PSa_1528_002802	SA	윤세정	尹世貞				希正					1528	幼學		坡平 尹	京
PSa_1528_002803	SA	민순	閔恂				子信					1528	幼學		驪興 閔	陰城
PSa_1528_002804	SA	김오륜	金五倫				彛仲					1528	幼學		沃川 金	京
PSa_1528_002805	SA	최영의	崔永漪				子叔					1528	貢生		全州 崔	全州
PSa_1528_002806	SA	소희철	蘇希轍				子由					1528	幼學		晉州 蘇	茂長
PSa_1528_002807	SA	한구	韓鉤				渭翁					1528	幼學		淸州 韓	京
PSa_1528_002808	SA	이문태	李文台				用和					1528	幼學		眞城 李	安東
PSa_1528_002809	SA	이헌장	李憲章				公度					1528	幼學		全州 李	京
PSa_1528_002810	SA	김눌	金訥				訒卿					1528	幼學		三陟 金	三陟
PSa_1528_002811	SA	김천우	金天宇				大容					1528	幼學		慶州 金	報恩
PSa_1528_002812	SA	이수남	李守男				大之					1528	幼學		韓山 李	豊德
PSa_1528_002813	SA	원종길	元宗吉				吉之					1528	幼學		原州 元	原州
PSa_1528_002814	SA	양수	楊洙				洙之					1528	幼學		密陽 楊	昌寧
PSa_1528_002815	SA	임호신	任虎臣				武伯	知足	貞簡	1506	1556	1528	幼學		豊川 任	京
PSa_1528_002816	SA	윤원형	尹元衡				彦平				1565	1528	幼學		坡平 尹	京
PSa_1528_002817	SA	김언겸	金彦謙				茂業					1528	訓導		金海 金	京
PSa_1528_002818	SA	김계수	金繼壽				元老					1528	訓導		晉州 金	京
PSa_1528_002819	SA	유잠	柳潛				元亮					1528	幼學		文化 柳	文化
PSa_1528_002820	SA	이득봉	李得封				大仲					1528	幼學		天安 李	溫陽
PSa_1528_002821	SA	최우	崔堣				思仲					1528	幼學		和順 崔	
PSa_1528_002822	SA	김병	金柄				伯謙					1528	幼學		靈光 金	靈巖
PSa_1528_002823	SA	황균	黃均				平叔					1528	幼學		懷德 黃	京
PSa_1528_002824	SA	박식	朴植				子建					1528	宣敎郞		尙州 朴	義城
PSa_1528_002825	SA	윤관	尹瓘				汝輝					1528	幼學		茂松 尹	驪州
PSa_1528_002826	SA	윤소종	尹紹宗				大連					1528	幼學		海平 尹	京
PSa_1528_002827	SA	이세량	李世良				良之					1528	訓導		永川 李	金溝
PSa_1528_002828	SA	임국평	任國平				公輔					1528	幼學		豊川 任	京
PSa_1528_002829	SA	최덕홍	崔德洪				大老					1528	幼學		水原 崔	水原
PSa_1528_002830	SA	김용	金鎔				鍊仲					1528	幼學		江華 金	開城
PSa_1528_002831	SA	윤침	尹沈				大涵					1528	幼學		茂松 尹	京
PSa_1528_002832	SA	정숙	鄭潚				彦深					1528	幼學		迎日 鄭	京
PSa_1528_002833	SA	우상	禹鏛				彦確			1507	1560	1528	幼學		丹陽 禹	丹陽
PSa_1528_002834	SA	이승상	李承常				彛仲					1528	幼學		全州 李	全州
PSa_1528_002835	SA	정두	鄭斗				起南					1528	幼學		晉陽 鄭	晉州
PSa_1528_002836	SA	어응진	魚應辰				士拱					1528	幼學		咸從 魚	京
PSa_1528_002837	SA	이고	李皐				文正					1528	幼學		龍仁 李	京
PSa_1528_002838	SA	유관	兪綰				綰之					1528	幼學		杞溪 兪	京
PSa_1528_002839	SA	허완	許完				完之					1528	幼學		陽川 許	京
PSa_1528_002840	SA	김안조	金安祚				仲綏					1528	奉事		原州 金	京
PSa_1528_002841	SA	어계선	魚季瑄				瑄之			1502	1579	1528	幼學		咸從 魚	京
PSa_1528_002842	SA	김지손	金智孫				公達					1528	幼學		善山 金	京
PSa_1528_002843	SA	여세온	呂世溫				和叟					1528	幼學		咸陽 呂	咸陽
PSa_1528_002844	SA	이의번	李依蕃				昌仲					1528	幼學		咸平 李	咸平
PSa_1528_002845	SA	이휘	李輝				彦光					1528	幼學		全州 李	安東
PSa_1528_002846	SA	최청	崔淸				彦浩					1528	幼學		耽津 崔	坡州
PSa_1528_002847	SA	홍섬	洪暹				退之	忍齋	景憲	1504	1585	1528			南陽[土] 洪	京
PSa_1531_002948	SA	이추	李樞				機仲					1531	幼學		永川 李	京
PSa_1531_002949	SA	안축	安舳				海賓	鈍菴		1500	1572	1531			竹山[新] 安	寶城
PSa_1531_002950	SA	노연령	魯延齡				大春					1531			咸平 魯	竹山
PSa_1531_002951	SA	이윤경	李潤慶				重吉	崇德	正獻	1498	1562	1531			慶州 李	京
PSa_1531_002952	SA	이광로	李光輅				希殷					1531			驪州 李	密陽
PSa_1531_002953	SA	정유길	鄭惟吉				吉元	林塘		1515	1588	1531			東萊 鄭	京
PSa_1531_002954	SA	김상	金詳				詳之					1531			瑞興 金	京
PSa_1531_002955	SA	원호변	元虎變				文叔			1506		1531			原州 元	京
PSa_1531_002956	SA	주세응	朱世應				慶會					1531			熊川 朱	蔚珍
PSa_1531_002957	SA	김한경	金漢敬				君一					1531			慶州 金	京
PSa_1531_002958	SA	전제광	田霽光				浩然					1531			林川 田	京
PSa_1531_002959	SA	서경덕	徐敬德				可久			1489	1546	1531			唐城 徐	開城
PSa_1531_002960	SA	윤현	尹鉉				子用					1531			坡平 尹	京
PSa_1531_002961	SA	최자립	崔自立				宇爾					1531			通川 崔	京
PSa_1531_002962	SA	홍세문	洪世文				希彬					1531			南陽[唐] 洪	金浦
PSa_1531_002963	SA	송계정	宋繼丁				遠源					1531			礪山 宋	南平
PSa_1531_002964	SA	남순경	南舜卿				子兪					1531			英陽 南	蔚珍
PSa_1531_002965	SA	한유	韓維				持國					1531			淸州 韓	京
PSa_1531_002966	SA	최세준	崔世俊				子彦					1531			和順 崔	京
PSa_1531_002967	SA	김한성	金漢誠				明仲					1531			慶州 金	京
PSa_1531_002968	SA	성자택	成子澤				彦弘				1547	1531			昌寧 成	京
PSa_1531_002969	SA	민기	閔箕				景說	觀物齋	文景	1504	1568	1531			驪興 閔	京
PSa_1531_002970	SA	권찬	權纘				繼祖				1560	1531			安東 權	京
PSa_1531_002971	SA	김기	金祺				子綏			1509		1531			延安 金	京
PSa_1531_002972	SA	정방	鄭昉				明遠					1531			海州 鄭	全義
PSa_1531_002973	SA	김언구	金彦球				大鳴					1531			光山 金	安東
PSa_1531_002974	SA	송기수	宋麒壽				台叟	楸坡		1507	1581	1531			恩津 宋	京
PSa_1531_002975	SA	이출	李秫				亨仙					1531			韓山 李	京
PSa_1531_002976	SA	김로	金輅				海輿					1531			珍島 金	平山
PSa_1531_002977	SA	김우겸	金友謙				伯恭					1531			淸道 金	潭陽
PSa_1531_002978	SA	이경복	李慶福				伯綏					1531			公州 李	楊州
PSa_1531_002979	SA	강식	姜緹				淸源					1531			晉州 姜	京
PSa_1531_002980	SA	이문두	李文斗				帝專					1531			晉州 李	京
PSa_1531_002981	SA	성운	成運				健叔	大谷	文景	1497	1579	1531			昌寧 成	京
PSa_1531_002982	SA	박승간	朴承侃				子悅			1508	1588	1531			潘南 朴	榮川
PSa_1531_002983	SA	이홍남	李洪男				子會			1515		1531			廣州 李	京
PSa_1531_002984	SA	조옥	趙沃				啓彦					1531			楊州 趙	京
PSa_1531_002985	SA	정창우	鄭昌祐				仲有					1531			迎日 鄭	醴泉
PSa_1531_002986	SA	박영	朴詠				復之					1531			潘南 朴	京
PSa_1531_002987	SA	신세정	辛世貞				幹父					1531			靈山 辛	鐵原
PSa_1531_002988	SA	성인	成訒				訒之					1531			昌寧 成	京
PSa_1531_002989	SA	김응두	金應斗				天樞					1531			玉川 金	榮川
PSa_1531_002990	SA	이종원	李宗元				仁仲					1531			星州 李	淳昌
PSa_1531_002991	SA	민호	閔箎				可和	嘯皐				1531			驪興 閔	京
PSa_1531_002992	SA	김언신	金彦愼				公撲					1531			水原 金	延安
PSa_1531_002993	SA	김응문	金應門				君胄					1531			豊山 金	開城
PSa_1531_002994	SA	박윤덕	朴輪德				輿五					1531			三陟 朴	襄陽
PSa_1531_002995	SA	이광국	李光國				顯卿					1531			全義 李	京
PSa_1531_002996	SA	박공량	朴公亮				明甫				1556	1531			高靈 朴	京
PSa_1531_002997	SA	권담	權潭				仲弘					1531			安東 權	京
PSa_1531_002998	SA	조수억	趙壽億				仁佑					1531			淳昌 趙	淳昌
PSa_1531_002999	SA	박문걸	朴文傑				彦雋					1531			白川 朴	德源
PSa_1531_003000	SA	성수국	成壽國				光老					1531	參奉		昌寧 成	京
PSa_1531_003001	SA	문질	文質				宜卿					1531			長淵 文	龍川
PSa_1531_003002	SA	윤세신	尹世臣				國老					1531			永川 尹	京
PSa_1531_003003	SA	정인충	鄭仁忠				士毅					1531			羅州 鄭	羅州
PSa_1531_003004	SA	김옥정	金玉鼎				重寶					1531			金山 金	靑山
PSa_1531_003005	SA	유진	兪鎭				鎭之					1531			杞溪 兪	京
PSa_1531_003006	SA	이학령	李鶴齡				祥叟					1531			原州[舊] 李	原州
PSa_1531_003007	SA	박세충	朴世忠				國老					1531			廣州 朴	永興
PSa_1531_003008	SA	조정언	趙廷彦				良佐					1531			白川 趙	江華
PSa_1531_003009	SA	한주	韓澍				時中					1531			唐津 韓	京
PSa_1531_003010	SA	이굉	李肱				季任					1531			固城 李	安東
PSa_1531_003011	SA	임형수	林亨秀				士遂	錦湖		1514	1547	1531			平澤 林	京
PSa_1531_003012	SA	유충홍	柳忠弘				毅卿					1531			高興 柳	京
PSa_1531_003013	SA	조숙	曺淑				善卿				1582	1531			昌寧 曺	安陰
PSa_1531_003014	SA	함헌	咸軒				可中			1508		1531			江陵 咸	江陵
PSa_1531_003015	SA	윤정림	尹廷霖				殷卿					1531	別提		坡平 尹	京
PSa_1531_003016	SA	이극공	李克恭				懿仲	龜陰		1507	1555	1531			公州 李	榮川
PSa_1531_003017	SA	양의	楊誼				仁父					1531			淸州 楊	京
PSa_1531_003018	SA	진복창	陳復昌				遂初				1563	1531			驪陽 陳	豊德
PSa_1531_003019	SA	이담	李湛				仲久	靜存		1510		1531			龍仁 李	京
PSa_1531_003020	SA	백인걸	白仁傑				士偉	休菴	忠肅	1497	1579	1531			水原 白	京
PSa_1531_003021	SA	권응평	權應平				延中					1531			安東 權	潭陽
PSa_1531_003022	SA	김석	金碩				畏之					1531			咸昌 金	報恩
PSa_1531_003023	SA	신효무	申孝武				達之					1531			平山 申	京
PSa_1531_003024	SA	정희익	鄭希益				謙仲					1531			瑞山 鄭	京
PSa_1531_003025	SA	이수완	李秀莞				君瑞					1531			廣州 李	京
PSa_1531_003026	SA	홍혼	洪渾				渾之					1531			南陽[唐] 洪	軍威
PSa_1531_003027	SA	이경달	李景達				耆藝					1531			全州 李	京
PSa_1531_003028	SA	소지	蘇遲				伯般					1531			晉州 蘇	尙州
PSa_1531_003029	SA	문윤국	文潤國				忠彦				1954	1531			福城 文	永柔
PSa_1531_003030	SA	민기문	閔起文				叔道	櫟菴		1511	1574	1531			驪興 閔	京
PSa_1531_003031	SA	임영홍	任永洪				子寬					1531	訓導		安東 任	醴泉
PSa_1531_003032	SA	구사신	仇思愼									1531			全州 仇	全州
PSa_1531_003033	SA	권결	權結				仁卿					1531			安東 權	砥平
PSa_1531_003034	SA	조감	趙勘				光正					1531			眞寶 趙	京
PSa_1531_003035	SA	성우청	成于淸				彦直					1531	參奉		昌寧 成	京
PSa_1531_003036	SA	정대년	鄭大年				景老	思菴	忠貞	1503	1578	1531			東萊 鄭	京
PSa_1531_003037	SA	하기	河己				無我					1531			晉陽 河	晉州
PSa_1531_003038	SA	윤은태	尹殷台				仰而					1531			南原 尹	南原
PSa_1531_003039	SA	김희삼	金希參				師曾	七峰		1497		1531			義城 金	星州
PSa_1531_003040	SA	윤방준	尹邦俊				士美					1531			江陵 尹	江陵
PSa_1531_003041	SA	신추	申樞				天極					1531			平山 申	金浦
PSa_1531_003042	SA	금축	琴軸				大任			1496		1531			奉化 琴	奉化
PSa_1531_003043	SA	하인서	河麟瑞				仁老					1531			晉陽 河	晉州
PSa_1531_003044	SA	유심	柳潯				伯潤					1531			文化 柳	京
PSa_1531_003045	SA	정기	丁琦				汝溫					1531			靈城 丁	靈光
PSa_1531_003046	SA	홍담	洪曇				大虛		貞孝	1509	1576	1531			南陽[土] 洪	京
PSa_1531_003047	SA	임열	任說				君遇	竹崖	文靖	1510	1591	1531			豊川 任	京
PSa_1534_003148	SA	채승선	蔡承先				大述					1534	幼學		平康 蔡	京
PSa_1534_003149	SA	이우민	李友閔				孝叔	守拙				1534	幼學		延安 李	京
PSa_1534_003150	SA	박란	朴蘭				養叔	梧亭				1534	幼學		咸陽 朴	利川
PSa_1534_003151	SA	진연	秦淵				彦默					1534	幼學		豊基 秦	豊基
PSa_1534_003152	SA	유경인	柳敬仁				安仲					1534	幼學		文化 柳	京
PSa_1534_003153	SA	윤복	尹復				元禮	石門		1512	1577	1534	幼學		海南 尹	海南
PSa_1534_003154	SA	이탕	李宕				放翁					1534	幼學		慶州 李	京
PSa_1534_003155	SA	윤항	尹衖				坦之					1534	幼學		海南 尹	海南
PSa_1534_003156	SA	나식	羅湜				正源			1498	1546	1534	幼學		安定 羅	京
PSa_1534_003157	SA	이승효	李承孝				子述	思謙堂		1513	1572	1534	幼學		全義 李	全州
PSa_1534_003158	SA	신사형	辛士衡				孟平					1534	幼學		靈山 辛	東萊
PSa_1534_003159	SA	강수굉	姜壽宏				仁遠					1534	幼學		晉州 姜	晉州
PSa_1534_003160	SA	조응겸	趙應謙				伯享					1534	幼學		林川 趙	京
PSa_1534_003161	SA	박윤검	朴允檢				文卿					1534	幼學		密陽 朴	開城
PSa_1534_003162	SA	최계종	崔繼宗				宗之					1534	貢生		竹山 崔	竹山
PSa_1534_003163	SA	성의	成誼				誼之					1534	幼學		昌寧 成	京
PSa_1534_003164	SA	강욱	姜昱				光仲			1511		1534	幼學		晉州 姜	京
PSa_1534_003165	SA	유안근	柳安根				子長					1534	幼學		晉州[土] 柳	京
PSa_1534_003166	SA	방덕준	房德駿				景雲					1534	幼學		南陽 房	京
PSa_1534_003167	SA	김광호	金光顥				希程					1534	幼學		延安 金	京
PSa_1534_003168	SA	조응세	趙應世				良弼					1534	參奉		橫城 趙	京
PSa_1534_003169	SA	문경지	文敬止				欽之					1534	幼學		長淵 文	瑞興
PSa_1534_003170	SA	안로	安輅				景興					1534	幼學		順興 安	安東
PSa_1534_003171	SA	이문응	李文應				彦奎					1534	幼學		星州 李	京
PSa_1534_003172	SA	최여주	崔汝舟				巨川	三節堂		1502	1567	1534	幼學		海州 崔	京
PSa_1534_003173	SA	이민생	李敏生				應坤					1534	幼學		驪州 李	京
PSa_1534_003174	SA	김일	金鎰				鎰之					1534	幼學		光山 金	京
PSa_1534_003175	SA	신명경	辛命卿				彦遇					1534	幼學		靈山 辛	京
PSa_1534_003176	SA	최유신	崔有信				仲立					1534	幼學		全州 崔	抱川
PSa_1534_003177	SA	홍석복	洪碩福				叔亨					1534	幼學		南陽[唐] 洪	公州
PSa_1534_003178	SA	노수신	盧守愼				寡悔	穌齋	文懿	1515	1590	1534	幼學		光州 盧	京
PSa_1534_003179	SA	박윤석	朴允碩				頎翁					1534	幼學		密陽 朴	鳳山
PSa_1534_003180	SA	김성두	金星斗				樞伯					1534	幼學		開城 金	沃溝
PSa_1534_003181	SA	곽안	郭安				子完					1534	幼學		玄風 郭	鳳山
PSa_1534_003182	SA	신구령	辛九齡				子壽					1534	幼學		靈山 辛	京
PSa_1534_003183	SA	박항	朴恒				吉夫					1534	貢生		三嘉 朴	三嘉
PSa_1534_003184	SA	민난형	閔蘭馨				庭彦					1534	幼學		驪興 閔	京
PSa_1534_003185	SA	이종정	李宗貞				剛仲					1534	幼學		星州 李	玉果
PSa_1534_003186	SA	허붕	許鵬				雲程					1534	幼學		陽川 許	木川
PSa_1534_003187	SA	성준	成遵				順卿					1534	幼學		昌寧 成	靈山
PSa_1534_003188	SA	이영	李瀛				叔登					1534	幼學		慶州 李	京
PSa_1534_003189	SA	송정균	宋廷筠				爾玉					1534	幼學		洪州 宋	潭陽
PSa_1534_003190	SA	이증영	李增榮				積翁					1534	幼學		德山 李	京
PSa_1534_003191	SA	주양우	朱良佑				汝翼					1534	訓導		熊川 朱	京
PSa_1534_003192	SA	진필	陳㻶				庭玉					1534	幼學		三陟 陳	慶山
PSa_1534_003193	SA	정호	鄭顥				希淳					1534	幼學		溫陽 鄭	牙山
PSa_1534_003194	SA	이유정	李幼靖				國彦					1534	參奉		全州 李	京
PSa_1534_003195	SA	김경홍	金景鴻				翔溥					1534	幼學		光山 金	懷德
PSa_1534_003196	SA	음경창	陰慶昌				昌之					1534	貢生		竹山 陰	竹山
PSa_1534_003197	SA	최완	崔浣				士潔					1534	幼學		江華 崔	京
PSa_1534_003198	SA	원희윤	元希尹				任仲					1534	幼學		原州 元	原州
PSa_1534_003199	SA	이거	李琚				德寶					1534	貢生		安岳 李	安岳
PSa_1534_003200	SA	진관	陳瓘				瑩仲			1496	1557	1534	幼學		三陟 陳	慶山
PSa_1534_003201	SA	나은반	羅隱磻				周賓					1534	幼學		羅州 羅	咸平
PSa_1534_003202	SA	홍춘년	洪春年				和仲	癡巖				1534	幼學		南陽[唐] 洪	京
PSa_1534_003203	SA	정언방	鄭彦邦				熙仲					1534	幼學		慶州 鄭	昌平
PSa_1534_003204	SA	심령	沈苓				天老			1513	1547	1534	幼學		靑松 沈	京
PSa_1534_003205	SA	박홍의	朴弘毅				寬仲					1534	幼學		竹山 朴	京
PSa_1534_003206	SA	이의	李毅				武仲					1534	幼學		全州 李	京
PSa_1534_003207	SA	강억	姜億				仲邵					1534	幼學		晉州 姜	京
PSa_1534_003208	SA	왕희걸	王希傑				士雄				1553	1534	幼學		開城 王	京
PSa_1534_003209	SA	박소립	朴素立				豫叔			1514	1582	1534	幼學		咸陽 朴	京
PSa_1534_003210	SA	황범	黃範				正耳					1534	幼學		長水 黃	京
PSa_1534_003211	SA	김경희	金景熹				用晦					1534	幼學		光山 金	高敞
PSa_1534_003212	SA	이난수	李蘭秀				德馨					1534	幼學		原州[舊] 李	京
PSa_1534_003213	SA	신희열	愼希說				夢得					1534	幼學		居昌 愼	京
PSa_1534_003214	SA	정팽령	鄭彭齡				壽夫					1534	幼學		迎日 鄭	仁同
PSa_1534_003215	SA	이수	李琇				叔寶					1534	幼學		禮安 李	京
PSa_1534_003216	SA	유조함	柳祖諴				彦和					1534	幼學		晉州[土] 柳	振威
PSa_1534_003217	SA	김응서	金應瑞				正符					1534	幼學		珍島 金	京
PSa_1534_003218	SA	설당	薛瑭				伯寶					1534	幼學		淳昌 薛	淳昌
PSa_1534_003219	SA	김정서	金貞瑞				瑞之					1534	幼學		光山 金	羅州
PSa_1534_003220	SA	이란	李蘭				仲養					1534	幼學		江陵 李	會寧
PSa_1534_003221	SA	윤고	尹杲				君曜					1534	幼學		玄風 尹	京
PSa_1534_003222	SA	김회	金晦				日章					1534	幼學		安山 金	京
PSa_1534_003223	SA	윤춘년	尹春年				彦久	滄洲		1514	1567	1534	幼學		坡平 尹	京
PSa_1534_003224	SA	이미	李楣				叔瞻					1534	幼學		星州 李	京
PSa_1534_003225	SA	윤우	尹雨				君澤					1534	幼學		南原 尹	京
PSa_1534_003226	SA	신한	申漢				君賓					1534	幼學		平山 申	京
PSa_1534_003227	SA	장천고	張千古				敏而					1534	幼學		仁同 張	全州
PSa_1534_003228	SA	이훈	李薰				馨之					1534	幼學		禮安 李	安東
PSa_1534_003229	SA	신희눌	愼希訥				士敏					1534	幼學		居昌 愼	京
PSa_1534_003230	SA	남규	南奎				文夫					1534	幼學		英陽 南	豊基
PSa_1534_003231	SA	공빈	孔贇				士彦					1534	幼學		南原 孔	水原
PSa_1534_003232	SA	최세환	崔世桓				赳夫					1534	幼學		江陵 崔	高城
PSa_1534_003233	SA	정귀주	鄭歸周				國賓					1534	幼學		羅州 鄭	羅州
PSa_1534_003234	SA	이수곤	李壽崐				不崩					1534	幼學		星州 李	京
PSa_1534_003235	SA	박훤	朴萱				樂而					1534	幼學		密陽 朴	三嘉
PSa_1534_003236	SA	손양	孫陽				彦復					1534	幼學		密陽 孫	密陽
PSa_1534_003237	SA	권용	權容				公擇	奇齋		1515	1558	1534	幼學		安東 權	京
PSa_1534_003238	SA	이유경	李有慶				應吉					1534	幼學		廣州 李	南原
PSa_1534_003239	SA	조언박	曺彦博				寬夫					1534	幼學		昌寧 曺	京
PSa_1534_003240	SA	송숙경	宋叔璟				仲圭					1534	幼學		礪山 宋	京
PSa_1534_003241	SA	구희신	丘熙愼				愼之					1534	幼學		平海 丘	林川
PSa_1534_003242	SA	이충우	李忠佑				盡卿					1534	幼學		碧珍 李	星州
PSa_1534_003243	SA	배진강	裵振綱				正卿					1534	幼學		星山 裵	星州
PSa_1534_003244	SA	오윤좌	吳允佐				元老					1534	幼學		海州 吳	洪州
PSa_1534_003245	SA	김오	金鰲				浪仙					1534	幼學		淸道 金	德山
PSa_1534_003246	SA	조극공	趙克恭				仲悅					1534	幼學		廣州 趙	京
PSa_1534_003247	SA	김존해	金存海				朝宗					1534	幼學		淸風 金	開城
PSa_1540_003348	SA	양응정	梁應鼎				公燮	松川		1519	1581	1540	幼學		濟州 梁	綾州
PSa_1540_003349	SA	양사언	楊士彦				應聘	蓬萊		1517	1584	1540	幼學		淸州 楊	京
PSa_1540_003350	SA	유호	柳顥				希淳					1540	幼學		全州 柳	京
PSa_1540_003351	SA	안공필	安公弼				忠之				1551	1540	幼學		順興 安	豊基
PSa_1540_003352	SA	안수연	安守淵				淵之	蓮湖		1513	1563	1540	幼學		廣州 安	密陽
PSa_1540_003353	SA	임훈	林薰				仲成	葛川	孝簡	1500	1584	1540	幼學		恩津 林	安陰
PSa_1540_003354	SA	정사업	丁嗣業				彦述					1540	幼學		羅州 丁	抱川
PSa_1540_003355	SA	김충남	金忠南				彦厚					1540	幼學		光山 金	光州
PSa_1540_003356	SA	이덕기	李德驥				房叔					1540	幼學		金城 李	咸興
PSa_1540_003357	SA	최복경	崔福慶				景善					1540	幼學		江陵 崔	京
PSa_1540_003358	SA	한복	韓輹				仲進					1540	幼學		淸州 韓	南原
PSa_1540_003359	SA	도희윤	都熙胤				而孝			1500		1540	幼學		星州 都	星州
PSa_1540_003360	SA	진정	陳定				靜而					1540	幼學		驪陽 陳	晉州
PSa_1540_003361	SA	김영석	金永錫				汝胤					1540	幼學		善山 金	居昌
PSa_1540_003362	SA	박재	朴栽				培之			1513		1540	幼學		彦陽 朴	京
PSa_1540_003363	SA	백인웅	白仁雄				彦贇					1540	幼學		水原 白	抱川
PSa_1540_003364	SA	김익	金瀷				載淸	北逸		1504		1540	幼學		慶州 金	京
PSa_1540_003365	SA	양응태	梁應台				叔躔					1540	幼學		濟州 梁	綾州
PSa_1540_003366	SA	이운	李蕓	李葵			汝誠					1540	幼學		韓山 李	林川
PSa_1540_003367	SA	박사충	朴思忠				彦直					1540	幼學		竹山 朴	羅州
PSa_1540_003368	SA	이종인	李從仁				公父					1540	幼學		頓義 李	天安
PSa_1540_003369	SA	안방경	安方慶				善應	灸背軒		1513	1569	1540	幼學		竹山[舊] 安	京
PSa_1540_003370	SA	김극화	金克和				汝强					1540	訓導		淸道 金	昌寧
PSa_1540_003371	SA	허충길	許忠吉				國善					1540	幼學		金海 許	京
PSa_1540_003372	SA	정두형	鄭斗亨				天章					1540	幼學		迎日 鄭	三陟
PSa_1540_003373	SA	신담	申湛				冲卿	漁城		1519	1595	1540	幼學		高靈 申	韓山
PSa_1540_003374	SA	김념	金恬				若天					1540	訓導		光山 金	潭陽
PSa_1540_003375	SA	윤문	尹聞				希博					1540	幼學		坡平 尹	楊州
PSa_1540_003376	SA	정종영	鄭宗榮				仁吉	恒齋	靖憲	1513	1589	1540	幼學		草溪 鄭	京
PSa_1540_003377	SA	유유일	柳惟一				一之					1540	幼學		晉州[移] 柳	京
PSa_1540_003378	SA	최대림	崔大臨				仲柔					1540	幼學		忠州 崔	忠州
PSa_1540_003379	SA	윤홍중	尹弘中				重任					1540	幼學		海南 尹	海南
PSa_1540_003380	SA	안려	安慮				得之					1540	幼學		順興 安	京
PSa_1540_003381	SA	이몽규	李夢奎				昌瑞	天休堂		1510	1563	1540	幼學		慶州 李	京
PSa_1540_003382	SA	권옹	權顒				景孚					1540	幼學		安東 權	安東
PSa_1540_003383	SA	박돈복	朴敦復				景初					1540	幼學		密陽 朴	善山
PSa_1540_003384	SA	최언휘	崔彦撝				謙之					1540	貢生		江陵 崔	江陵
PSa_1540_003385	SA	박광정	朴光鼎				重器					1540	幼學		陰城 朴	光州
PSa_1540_003386	SA	김린	金璘				君獻					1540	幼學		安東[舊] 金	安邊
PSa_1540_003387	SA	김사섬	金士銛				伯溫					1540	前參奉		江陵 金	京
PSa_1540_003388	SA	양충	梁冲				太和					1540	貢生		南原 梁	南原
PSa_1540_003389	SA	김윤서	金允瑞				伯應					1540	幼學		善山 金	善山
PSa_1540_003390	SA	권인	權仞				子長					1540	訓導		安東 權	安東
PSa_1540_003391	SA	박염	朴恬				靜仲					1540	幼學		陰城 朴	京
PSa_1540_003392	SA	안증	安嶒				士謙	玩龜		1494	1553	1540	幼學		廣州 安	永川
PSa_1540_003393	SA	허우	許堣				叔明					1540	幼學		陽川 許	京
PSa_1540_003394	SA	권응삼	權應參				粲君					1540	幼學		安東 權	醴泉
PSa_1540_003395	SA	오원	吳謜				而敏					1540	幼學		羅州 吳	羅州
PSa_1540_003396	SA	김대승	金大升				彦謙					1540	幼學		淸風 金	沃川
PSa_1540_003397	SA	이원록	李元祿				廷瑞			1515	1574	1540	幼學		德水 李	京
PSa_1540_003398	SA	김침	金沈				用晦					1540	幼學		大邱 金	高陽
PSa_1540_003399	SA	송익순	宋益恂				仲誠					1540	幼學		新平 宋	靈光
PSa_1540_003400	SA	이의	李義									1540	幼學		全州 李	京
PSa_1540_003401	SA	옹은필	邕殷弼				夢得					1540	幼學		玉川 邕	淳昌
PSa_1540_003402	SA	장흡	張洽				和仲					1540	幼學		安東 張	京
PSa_1540_003403	SA	이중호	李仲虎				士文			1512		1540	幼學		光山 李	海南
PSa_1540_003404	SA	이종윤	李悰胤				季紹					1540	幼學		慶州 李	京
PSa_1540_003405	SA	이주국	李柱國				國耳					1540	幼學		遂安 李	京
PSa_1540_003406	SA	이경운	李慶雲				君瑞					1540	幼學		全義 李	京
PSa_1540_003407	SA	이희백	李希伯				季胤			1513		1540	幼學		韓山 李	京
PSa_1540_003408	SA	김취련	金就鍊				鍊之					1540	幼學		善山 金	善山
PSa_1540_003409	SA	김영창	金永昌				彦盛					1540	幼學		開城 金	開城
PSa_1540_003410	SA	손홍적	孫弘績				彦善			1510	1549	1540	幼學		密陽 孫	扶安
PSa_1540_003411	SA	송항	宋沆				大浩					1540	幼學		鎭川 宋	京
PSa_1540_003412	SA	주세봉	朱世鳳				儀仲					1540	幼學		全州 朱	咸興
PSa_1540_003413	SA	채무태	蔡無怠				士强	雪城子		1513	1552	1540	幼學		仁川 蔡	京
PSa_1540_003414	SA	최여즙	崔汝楫				濟叟					1540	幼學		海州 崔	京
PSa_1540_003415	SA	채응상	蔡應祥				瑞仲					1540	幼學		仁川 蔡	京
